scenario_id,split,diagnostic_regime,feature_source_concentration_mg_L,feature_source_start_s,feature_source_duration_s,target_effective_velocity_m_s,target_effective_dispersion_m2_s,target_decay_rate_s_1,target_decay_active,target_log10_effective_velocity,target_log10_effective_dispersion,target_log10_decay_rate_active,feature_s01_detection_fraction,feature_s01_peak_ratio,feature_s01_peak_time_since_source_s,feature_s01_first_detection_since_source_s,feature_s01_last_detection_since_source_s,feature_s01_normalized_area,feature_s01_centroid_since_source_s,feature_s01_temporal_spread_s,feature_s01_t10_since_source_s,feature_s01_t50_since_source_s,feature_s01_t90_since_source_s,feature_s02_detection_fraction,feature_s02_peak_ratio,feature_s02_peak_time_since_source_s,feature_s02_first_detection_since_source_s,feature_s02_last_detection_since_source_s,feature_s02_normalized_area,feature_s02_centroid_since_source_s,feature_s02_temporal_spread_s,feature_s02_t10_since_source_s,feature_s02_t50_since_source_s,feature_s02_t90_since_source_s,feature_s03_detection_fraction,feature_s03_peak_ratio,feature_s03_peak_time_since_source_s,feature_s03_first_detection_since_source_s,feature_s03_last_detection_since_source_s,feature_s03_normalized_area,feature_s03_centroid_since_source_s,feature_s03_temporal_spread_s,feature_s03_t10_since_source_s,feature_s03_t50_since_source_s,feature_s03_t90_since_source_s,feature_s04_detection_fraction,feature_s04_peak_ratio,feature_s04_peak_time_since_source_s,feature_s04_first_detection_since_source_s,feature_s04_last_detection_since_source_s,feature_s04_normalized_area,feature_s04_centroid_since_source_s,feature_s04_temporal_spread_s,feature_s04_t10_since_source_s,feature_s04_t50_since_source_s,feature_s04_t90_since_source_s,feature_s05_detection_fraction,feature_s05_peak_ratio,feature_s05_peak_time_since_source_s,feature_s05_first_detection_since_source_s,feature_s05_last_detection_since_source_s,feature_s05_normalized_area,feature_s05_centroid_since_source_s,feature_s05_temporal_spread_s,feature_s05_t10_since_source_s,feature_s05_t50_since_source_s,feature_s05_t90_since_source_s,feature_s06_detection_fraction,feature_s06_peak_ratio,feature_s06_peak_time_since_source_s,feature_s06_first_detection_since_source_s,feature_s06_last_detection_since_source_s,feature_s06_normalized_area,feature_s06_centroid_since_source_s,feature_s06_temporal_spread_s,feature_s06_t10_since_source_s,feature_s06_t50_since_source_s,feature_s06_t90_since_source_s
ADR1D-0011,train,conservative,1.31761746065,697.12787447,5805.16235326,0.298101252541,13.0797237295,0,0,-0.525636199175,1.1165985709,,0.0816326530612,1.01781227182,2902.87212553,1102.87212553,6502.87212553,0.978959588084,3022.93251465,1582.92975558,420.333561656,2995.90332651,5659.21038753,0.102040816327,1.04664343744,2902.87212553,1102.87212553,8302.87212553,1.02123660852,3609.38967758,1839.1908491,871.460299059,3566.77165427,6379.74239497,0.102040816327,1.01471144579,2902.87212553,1102.87212553,8302.87212553,1.03223365385,4197.09326114,1861.52442395,1386.88153309,4203.64699186,7077.90747591,0.122448979592,1.00353079511,4702.87212553,1102.87212553,10102.8721255,0.966450075686,4953.45431081,1782.94126197,2165.14283261,4943.83961938,7729.27378209,0.102040816327,1.00323356324,6502.87212553,2902.87212553,10102.8721255,1.00066318253,5554.70541689,1865.94859313,2861.8870192,5520.32297145,8271.00453584,0.122448979592,0.999180324683,6502.87212553,2902.87212553,11902.8721255,1.00244324345,6235.24095076,1956.81581636,3308.48910958,6215.61396556,9229.7046292
ADR1D-0012,validation,conservative,0.292210710319,998.715754625,6480.32062042,0.225459866667,1.00141512513,0,0,-0.646930754169,0.000614146590442,,0.0816326530612,1.01807078185,6201.28424537,801.284245375,6201.28424537,1.10357731039,3527.82189519,2018.27512242,455.932110224,3538.87165215,6596.36526956,0.0816326530612,1.0418051818,4401.28424537,801.284245375,6201.28424537,0.843106827358,4337.2887789,1512.45934962,1777.4347619,4350.5648105,6872.86496494,0.0816326530612,0.959115701037,2601.28424537,2601.28424537,8001.28424537,1.00346709617,5181.19420551,1985.14926124,2157.28092194,5147.6738311,8164.09490368,0.0816326530612,1.03381633785,8001.28424537,2601.28424537,8001.28424537,0.949796316724,5782.8657364,1834.40084413,2920.78923833,5870.58589875,8610.55346832,0.0816326530612,1.00831587102,6201.28424537,4401.28424537,9801.28424537,1.03029884912,6872.10004409,1930.19319834,3928.81880264,6818.40275142,9749.57359822,0.102040816327,1.07239624573,8001.28424537,4401.28424537,11601.2842454,1.00054294264,7609.37120903,1901.67957266,4690.93081305,7679.78008831,10514.3652278
ADR1D-0013,train,conservative,0.454353312394,1400.15208264,8986.27328838,0.085376369355,9.55732879388,0,0,-1.06866231759,0.980336526985,,0.163265306122,0.990910693206,5799.84791736,399.84791736,12999.8479174,0.978739400166,5452.55071884,2911.75373213,1299.62391686,5453.88994856,9379.50140651,0.204081632653,0.946777658161,9399.84791736,2199.84791736,18399.8479174,0.981848883395,7350.22236299,3384.76792671,2835.2221112,7204.44286354,11909.2223978,0.244897959184,0.87615844846,9399.84791736,2199.84791736,21999.8479174,0.984806123797,8957.65827627,3955.08846772,3956.89278356,8672.86688292,14357.2663807,0.30612244898,0.83612196154,11199.8479174,2199.84791736,27399.8479174,0.99524223576,11378.7592111,4633.08916524,5705.84497129,10929.8158886,17700.7540692,0.326530612245,0.769765356995,12999.8479174,3999.84791736,30999.8479174,1.00610147579,13666.4875415,5165.6967402,7400.90764618,13053.8744783,20828.6802356,0.34693877551,0.675123219137,12999.8479174,5799.84791736,34599.8479174,0.979208609329,15952.3344332,5645.97922244,9114.87738641,15248.2322085,23722.3035378
ADR1D-0014,train,conservative,3.11060648828,2857.85541286,5137.67984098,0.134573881179,11.7443966194,0,0,-0.871039222137,1.06983070936,,0.142857142857,0.971152516335,4342.14458714,742.14458714,11542.1445871,1.01150624285,3077.22579285,1801.40261345,404.920001377,3032.90032624,5744.09413841,0.183673469388,0.911748189633,4342.14458714,742.14458714,15142.1445871,0.981148129421,4409.73716724,2161.46820168,1399.83877535,4246.23032686,7481.30973982,0.204081632653,0.853375873654,6142.14458714,742.14458714,16942.1445871,1.00027308091,5591.1177658,2405.73845701,2563.46357896,5373.52523657,8981.79218081,0.204081632653,0.826140318781,6142.14458714,2542.14458714,18742.1445871,1.01192133309,6952.74822716,2771.55762111,3362.29085909,6675.4852579,10849.5223022,0.244897959184,0.707439515738,7942.14458714,2542.14458714,22342.1445871,0.982460019372,8525.22498811,3098.16625949,4653.6276539,8223.36619266,12786.9904322,0.265306122449,0.671732512439,9742.14458714,2542.14458714,24142.1445871,0.994609121983,9972.87371578,3350.8616578,5850.95568165,9586.52953967,14619.9882059
ADR1D-0015,train,conservative,0.269876028195,1908.94673305,10110.1124992,0.255070608662,1.88765355617,0,0,-0.593339581497,0.275922290571,,0.122448979592,1.01056139475,5291.05326695,1691.05326695,10691.053267,0.894341869042,5401.81562169,2620.28831257,1733.10227994,5366.83217399,9192.30985877,0.122448979592,1.02875771015,5291.05326695,1691.05326695,10691.053267,1.04913352119,6175.14751142,3043.90131696,1893.11308138,6160.19613906,10481.7447091,0.122448979592,1.05051704171,5291.05326695,1691.05326695,10691.053267,1.00887433658,6442.03447987,2955.67233276,2197.20654018,6446.98395954,10576.1906518,0.122448979592,1.01392594632,8891.05326695,3491.05326695,12491.053267,0.944213351608,7511.9527943,2839.37308542,3576.5289102,7466.12677983,11662.5322192,0.122448979592,1.04609279748,7091.05326695,3491.05326695,12491.053267,1.02402809909,8157.77057853,2997.96723592,3858.93017302,8188.58368169,12334.2954834,0.142857142857,1.00381631096,12491.053267,3491.05326695,14291.053267,0.961618466915,8967.00495474,2912.48549944,4820.51178462,8969.62308004,13135.9844244
ADR1D-0016,test,conservative,4.07329167041,2088.63998837,8179.70523459,0.226395285384,1.68124308032,0,0,-0.645132621446,0.225630509876,,0.102040816327,1.01943326861,5111.36001163,1511.36001163,8711.36001163,0.926681732058,4503.50012422,2222.15752401,1260.25054996,4477.01290961,7865.45350452,0.102040816327,1.02777336972,6911.36001163,1511.36001163,8711.36001163,1.08490439081,5221.48188726,2519.86510502,1595.56199075,5269.07545887,8774.0152729,0.122448979592,1.01693499789,3311.36001163,1511.36001163,10511.3600116,0.941241144534,5799.06938312,2259.68621021,2411.54568459,5807.53549804,9124.65066605,0.102040816327,1.00259650617,8711.36001163,3311.36001163,10511.3600116,1.0401517316,6803.71689393,2469.24946647,3319.86365323,6786.56017366,10357.482328,0.122448979592,1.02165947413,6911.36001163,3311.36001163,12311.3600116,0.991070318497,7569.29786941,2375.63602284,4044.03751106,7587.58726302,11045.6798298,0.142857142857,1.01549428058,6911.36001163,3311.36001163,14111.3600116,1.01134447602,8518.88100916,2440.05083333,5089.98792303,8489.48425735,12059.4446513
ADR1D-0017,train,conservative,0.336616127006,2425.76473604,3629.69137203,0.348515737128,1.13515874216,0,0,-0.457777606681,0.0550565981137,,0.0408163265306,1.00894799115,1174.23526396,1174.23526396,2974.23526396,0.966753086324,2042.63731467,899.44514541,69.8142961966,2042.63731467,4028.03711822,0.0408163265306,1.03998011835,2974.23526396,1174.23526396,2974.23526396,0.995068396396,2107.16173232,899.397491481,121.576725039,2107.16173232,4079.64675996,0.0612244897959,0.992266850721,2974.23526396,1174.23526396,4774.23526396,1.00806496557,2869.88201962,1283.56641212,637.757017291,2839.24733126,4987.9401726,0.0408163265306,1.04680146247,4774.23526396,2974.23526396,4774.23526396,1.02483365974,3886.00726332,899.923007835,1903.77767822,3886.00726332,5863.53127167,0.0408163265306,0.980469420926,2974.23526396,2974.23526396,4774.23526396,0.971431488542,3873.29252888,899.99950625,1893.48186507,3873.29252888,5853.48028507,0.0612244897959,1.03217862652,4774.23526396,2974.23526396,6574.23526396,1.04981953069,4476.22475635,1253.5712794,2236.20627605,4413.69612516,6501.88457731
ADR1D-0018,train,conservative,0.230357594219,1758.91524125,6878.00607866,0.0702105785917,1.27682990531,0,0,-1.15359744801,0.106133045967,,0.102040816327,1.00792304293,7241.08475875,1841.08475875,9041.08475875,1.01889888827,4942.59384554,2099.75775437,1896.76219679,4962.48947591,8122.92417272,0.142857142857,0.988471659699,7241.08475875,1841.08475875,12641.0847587,0.98133670052,6993.01135686,2343.41410909,3722.71911351,6961.35405512,10388.6740202,0.163265306122,0.939829066044,9041.08475875,3641.08475875,16241.0847587,0.985601950412,9135.71935085,2633.15846206,5555.23835896,9074.5897061,12756.9369827,0.163265306122,0.904680370697,10841.0847587,5441.08475875,18041.0847587,0.997627672766,11822.0772021,2748.63044528,7953.90566776,11769.1069813,15755.5020462,0.163265306122,0.877259109539,14441.0847587,9041.08475875,21641.0847587,1.01230764586,14762.6335237,2946.95346087,10763.6672431,14705.4927907,18977.2481915,0.183673469388,0.800986422495,18041.0847587,10841.0847587,25241.0847587,0.992794376355,17653.7554287,3226.94799544,13198.4982529,17591.9375014,22168.5874362
ADR1D-0019,train,conservative,0.57195529952,1025.42610603,8447.20027464,0.285695764349,9.00607410217,0,0,-0.544096198306,0.954535516026,,0.122448979592,1.01617370938,2574.57389397,774.57389397,9774.57389397,1.05107147253,4424.40313557,2537.09185972,827.898694569,4422.41634179,8021.54798098,0.122448979592,1.02683808988,4374.57389397,774.57389397,9774.57389397,0.997829033388,4878.19629651,2486.00055864,1254.36569705,4883.95775358,8500.42040067,0.122448979592,1.03340328686,4374.57389397,774.57389397,9774.57389397,0.969166672296,5669.00604539,2418.26472473,2181.22088881,5632.05704511,9239.56869092,0.122448979592,0.994963813628,7974.57389397,2574.57389397,11574.573894,0.999232613917,6349.98803259,2538.79503952,2732.28801272,6353.3295838,9975.58748291,0.122448979592,1.00112796063,4374.57389397,2574.57389397,11574.573894,0.982196872961,6918.40692287,2571.61679692,3191.40049423,6905.25104835,10679.610637,0.142857142857,1.01901541385,7974.57389397,2574.57389397,13374.573894,1.01606137725,7733.18704264,2592.31684646,4022.61013553,7727.00645507,11398.7546079
ADR1D-0020,train,conservative,0.627426593813,1276.12387891,10204.529244,0.0964052211557,1.26707231509,0,0,-1.01589944475,0.102801401899,,0.142857142857,1.03192296555,5923.87612109,523.87612109,11323.8761211,0.967876516516,6188.33242247,2896.56911883,2113.74039971,6184.16644511,10361.7592976,0.163265306122,1.01484620161,7723.87612109,2323.87612109,14923.8761211,1.006391226,7658.931129,3078.29451527,3250.19834834,7674.0411247,12015.6118663,0.163265306122,1.01820704481,7723.87612109,4123.87612109,16723.8761211,1.01489223133,9245.04062369,3121.09340953,4815.45996138,9227.74717053,13658.0120726,0.183673469388,1.05348818948,9523.87612109,4123.87612109,18523.8761211,0.998809881129,11338.4313564,3203.03812148,6822.86509482,11286.5567101,15867.7626127,0.204081632653,1.02988590912,13123.8761211,5923.87612109,22123.8761211,1.01419509512,13368.1469203,3272.34052623,8790.40303782,13352.7527474,17922.3387409,0.204081632653,1.03169896058,16723.8761211,7723.87612109,23923.8761211,1.01215206987,15429.0103923,3367.29680429,10733.4855712,15429.1588108,20048.5961018
ADR1D-0021,validation,conservative,0.912619529439,9.27389395964,7281.43221539,0.202540096675,1.44873290185,0,0,-0.693488987062,0.160988323397,,0.0816326530612,1.00611802506,7190.72610604,1790.72610604,7190.72610604,0.976890031103,4524.25383656,2006.97587512,1477.28078199,4535.12156329,7576.74516818,0.102040816327,1.06054392953,3590.72610604,1790.72610604,8990.72610604,1.0313578638,4557.66995772,2066.96902702,1476.29833734,4534.14596467,7718.40139802,0.102040816327,1.02275558943,3590.72610604,1790.72610604,8990.72610604,1.00253079056,5721.51386167,2213.33033107,2419.38748725,5712.81637672,8905.1953663,0.102040816327,1.04126844368,5390.72610604,3590.72610604,10790.726106,0.989603035323,6439.8068239,2101.16889423,3360.47187403,6407.46119162,9661.13354222,0.102040816327,1.01945002079,8990.72610604,3590.72610604,10790.726106,1.01328876314,7670.28855082,2173.84349399,4384.86175989,7680.49647402,10771.2297604,0.102040816327,1.03831364582,7190.72610604,5390.72610604,12590.726106,1.00417583131,8478.90605245,2175.60717017,5396.7219009,8453.4376112,11779.497184
ADR1D-0022,train,conservative,2.4876348377,110.548103897,4446.06373316,0.231111912885,2.21918213388,0,0,-0.636177667819,0.346192947339,,0.0612244897959,1.02912140405,3489.4518961,1689.4518961,5289.4518961,0.84496258086,2638.42834975,958.200503441,624.369900342,2623.65816281,4643.96940383,0.0612244897959,0.97676212191,3489.4518961,1689.4518961,5289.4518961,1.05762695458,3407.20512209,1421.90225026,961.207941476,3373.57796444,5848.94813895,0.0816326530612,1.06891247527,3489.4518961,1689.4518961,7089.4518961,1.03779730728,3830.89474511,1358.8416746,1685.22921783,3903.29243857,6184.23494156,0.0816326530612,1.01725759346,3489.4518961,1689.4518961,7089.4518961,0.994403491851,4836.53324289,1319.43464204,2533.21942598,4749.48852707,6998.2379093,0.0816326530612,0.997231110002,5289.4518961,3489.4518961,8889.4518961,1.013599743,5631.50365491,1416.39359714,3365.7103169,5693.27994492,8042.16981491,0.0816326530612,1.04049273997,7089.4518961,3489.4518961,8889.4518961,0.997984877775,6581.40339605,1370.82439603,4236.1193329,6523.69314552,8770.54727897
